Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Sensor Type","Voltage - Supply","Coverage","Output Type","Mounting Type","Color","Operating Temperature","Manual Override"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-G-BK-ND,LHUSD0-G-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-G-GY-ND,LHUSD0-G-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-G-IV-ND,LHUSD0-G-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-G-LA-ND,LHUSD0-G-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-G-WH-ND,LHUSD0-G-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTS1-G-BK-ND,LHMTS1-G-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
-,-,LHMTS0-G-BK-ND,LHMTS0-G-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
-,-,LHMTS0-G-GY-ND,LHMTS0-G-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
-,-,LHMTS0-G-IV-ND,LHMTS0-G-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
-,-,LHMTS0-G-LA-ND,LHMTS0-G-LA,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
-,-,LHMTS0-G-WH-ND,LHMTS0-G-WH,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-G-BK-ND,LHMTD2-G-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-G-GY-ND,LHMTD2-G-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-G-IV-ND,LHMTD2-G-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-G-BK-ND,LHMTD0-G-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-G-GY-ND,LHMTD0-G-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-G-IV-ND,LHMTD0-G-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-G-LA-ND,LHMTD0-G-LA,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-G-WH-ND,LHMTD0-G-WH,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-N-BK-ND,LHIRS1-N-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-N-GY-ND,LHIRS1-N-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-N-IV-ND,LHIRS1-N-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-N-LA-ND,LHIRS1-N-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-N-WH-ND,LHIRS1-N-WH,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-N-BK-ND,LHIRS0-N-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-N-GY-ND,LHIRS0-N-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-N-IV-ND,LHIRS0-N-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-N-LA-ND,LHIRS0-N-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-N-WH-ND,LHIRS0-N-WH,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-N-BK-ND,LHIRD2-N-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-N-GY-ND,LHIRD2-N-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-N-IV-ND,LHIRD2-N-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-N-LA-ND,LHIRD2-N-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-N-WH-ND,LHIRD2-N-WH,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-N-BK-ND,LHIRD0-N-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-N-GY-ND,LHIRD0-N-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-N-IV-ND,LHIRD0-N-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-N-LA-ND,LHIRD0-N-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-N-WH-ND,LHIRD0-N-WH,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-N-BK-ND,LHUSS1-N-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-N-GY-ND,LHUSS1-N-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-N-IV-ND,LHUSS1-N-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-N-LA-ND,LHUSS1-N-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-N-WH-ND,LHUSS1-N-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-N-BK-ND,LHUSS0-N-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-N-GY-ND,LHUSS0-N-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-N-IV-ND,LHUSS0-N-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-N-LA-ND,LHUSS0-N-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-N-WH-ND,LHUSS0-N-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-N-BK-ND,LHUSD2-N-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-N-GY-ND,LHUSD2-N-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-N-IV-ND,LHUSD2-N-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-N-LA-ND,LHUSD2-N-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-N-WH-ND,LHUSD2-N-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-N-BK-ND,LHUSD0-N-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-N-GY-ND,LHUSD0-N-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-N-IV-ND,LHUSD0-N-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-N-LA-ND,LHUSD0-N-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD0-N-WH-ND,LHUSD0-N-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTS1-N-BK-ND,LHMTS1-N-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTS1-N-GY-ND,LHMTS1-N-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTS1-N-IV-ND,LHMTS1-N-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTS1-N-LA-ND,LHMTS1-N-LA,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
-,-,LHMTS0-N-BK-ND,LHMTS0-N-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
-,-,LHMTS0-N-GY-ND,LHMTS0-N-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
-,-,LHMTS0-N-IV-ND,LHMTS0-N-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
-,-,LHMTS0-N-LA-ND,LHMTS0-N-LA,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
-,-,LHMTS0-N-WH-ND,LHMTS0-N-WH,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-N-BK-ND,LHMTD2-N-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-N-GY-ND,LHMTD2-N-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-N-IV-ND,LHMTD2-N-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-N-LA-ND,LHMTD2-N-LA,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD2-N-WH-ND,LHMTD2-N-WH,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-N-BK-ND,LHMTD0-N-BK,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-N-GY-ND,LHMTD0-N-GY,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-N-IV-ND,LHMTD0-N-IV,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,-,LHMTD0-N-LA-ND,LHMTD0-N-LA,Thomas Research Products,MULTI-TECH WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
